yearBuilt,url,longitude,homeStatus,real estate provider,paymentPeriod,isListed,relaxed,postal_code,title,address,facts and features,currency,commute,price,latitude,city,homeType,state,bedrooms,bathrooms,area
,https://www.zillow.com/b/235-e-40th-st-new-york-ny-2CSh/,-73.973674,,,,,False,,For Rent,"235 E 40th St, New York, NY"," bds,  ba , sqft",,,,40.749209,,,,,,
,https://www.zillow.com/b/115-e-34th-st-new-york-ny-5gjyRV/,-73.980164,,,,,False,,For Rent,"115 E 34th St, New York, NY"," bds,  ba , sqft",,,,40.746893,,,,,,
,https://www.zillow.com/b/154-e-29th-st-new-york-ny-9gpcDP/,-73.981437,,,,,False,,For Rent,"154 E 29th St, New York, NY"," bds,  ba , sqft",,,,40.743014,,,,,,
1985,https://www.zillow.com/homedetails/207-E-27th-St-APT-3K-New-York-NY-10016/2124274117_zpid/,-73.980479,FOR_RENT,,,,False,10016,Apartment for rent,"207 E 27th St APT 3K, New York, NY 10016","0 bds, 1.0 ba ,None sqft",USD,,"$2,525/mo",40.741248,New York,MULTI_FAMILY,NY,0,1.0,
-1,https://www.zillow.com/homedetails/15-Park-Ave-APT-8C-New-York-NY-10016/2124570305_zpid/,-73.980655,FOR_RENT,,,,False,10016,Apartment for rent,"15 Park Ave APT 8C, New York, NY 10016","1 bds, 1.0 ba ,720 sqft",USD,,"$3,479/mo",40.747411,New York,MULTI_FAMILY,NY,1,1.0,720
-1,https://www.zillow.com/homedetails/567-2nd-Ave-APT-5A-New-York-NY-10016/2080943000_zpid/,-73.977387,FOR_RENT,,,,False,10016,Apartment for rent,"567 2nd Ave APT 5A, New York, NY 10016","0 bds, 1.0 ba ,None sqft",USD,,"$1,995/mo",40.743174,New York,MULTI_FAMILY,NY,0,1.0,
,https://www.zillow.com/b/the-elysabeth-condominiums-new-york-ny-5cKr/,-73.979998,,,,,False,,The Elysabeth Condominiums,"35 E 38th St, New York, NY"," bds,  ba , sqft",,,,40.750058,,,,,,
-1,https://www.zillow.com/homedetails/9-E-32nd-St-8GG-New-York-NY-10016/2080945811_zpid/,-73.985037,FOR_RENT,,,,False,10016,Apartment for rent,"9 E 32nd St # 8GG, New York, NY 10016","2 bds, 1.0 ba ,None sqft",USD,,"$3,150/mo",40.746957,New York,MULTI_FAMILY,NY,2,1.0,
,https://www.zillow.com/b/155-e-34th-st-new-york-ny-3Fp9/,-73.978528,,,,,False,,For Rent,"155 E 34th St, New York, NY"," bds,  ba , sqft",,,,40.746199,,,,,,
,https://www.zillow.com/b/300-e-34th-st-new-york-ny-4GCk/,-73.975805,,,,,False,,For Rent,"300 E 34th St, New York, NY"," bds,  ba , sqft",,,,40.744593,,,,,,
,"https://www.zillow.com/b/327-E-34th-St-New-York-NY/40.744522,-73.97454_ll/",-73.97454,,,,,False,,For Rent,"327 E 34th St, New York, NY"," bds,  ba , sqft",,,,40.744522,,,,,,
,https://www.zillow.com/b/630-1st-ave-new-york-ny-28r9/,-73.971835,,,,,False,,For Rent,"630 1st Ave, New York, NY"," bds,  ba , sqft",,,,40.745156,,,,,,
,https://www.zillow.com/b/151-155-e-31st-st-new-york-ny-6TTw/,-73.980111,,,,,False,,For Rent,"151-155 E 31st St, Manhattan, NY"," bds,  ba , sqft",,,,40.744476,,,,,,
-1,https://www.zillow.com/homedetails/17-Park-Ave-13A-New-York-NY-10016/2081025031_zpid/,-73.98105,FOR_RENT,,,,False,10016,Apartment for rent,"17 Park Ave # 13A, New York, NY 10016","2 bds, 1.0 ba ,1020 sqft",USD,,"$4,629/mo",40.747689,New York,MULTI_FAMILY,NY,2,1.0,1020
-1,https://www.zillow.com/homedetails/144-E-37th-St-APT-1R-New-York-NY-10016/2106067333_zpid/,-73.977852,FOR_RENT,,,,False,10016,Apartment for rent,"144 E 37th St APT 1R, New York, NY 10016","0 bds, 1.0 ba ,None sqft",USD,,"$2,400/mo",40.747854,New York,MULTI_FAMILY,NY,0,1.0,
,https://www.zillow.com/b/133-e-39th-st-new-york-ny-6WvB/,-73.976887,,,,,False,,For Rent,"133 E 39th St, New York, NY"," bds,  ba , sqft",,,,40.749561,,,,,,
1880,https://www.zillow.com/homedetails/236-E-33rd-St-APT-3D-New-York-NY-10016/2112600122_zpid/,-73.977829,FOR_RENT,,,,False,10016,Apartment for rent,"236 E 33rd St APT 3D, New York, NY 10016","1 bds, 1.0 ba ,None sqft",USD,,"$2,800/mo",40.744569,New York,MULTI_FAMILY,NY,1,1.0,
-1,https://www.zillow.com/homedetails/165-E-36th-St-APT-1B-New-York-NY-10016/2080958201_zpid/,-73.977476,FOR_RENT,,,,False,10016,Apartment for rent,"165 E 36th St APT 1B, New York, NY 10016","0 bds, 1.0 ba ,None sqft",USD,,"$1,850/mo",40.74729,New York,MULTI_FAMILY,NY,0,1.0,
,https://www.zillow.com/b/225-e-34th-st-new-york-ny-3FqB/,-73.97683,,,,,False,,For Rent,"225 E 34th St, New York, NY"," bds,  ba , sqft",,,,40.74549,,,,,,
,https://www.zillow.com/b/151-lexington-ave-new-york-ny-3gR7/,-73.981475,,,,,False,,For Rent,"151 Lexington Ave, New York, NY"," bds,  ba , sqft",,,,40.743511,,,,,,
-1,https://www.zillow.com/homedetails/137-E-38th-St-4EF-New-York-NY-10016/2080976031_zpid/,-73.977016,FOR_RENT,,,,False,10016,Apartment for rent,"137 E 38th St # 4EF, New York, NY 10016","3 bds, 2.0 ba ,None sqft",USD,,"$5,900/mo",40.748801,New York,MULTI_FAMILY,NY,3,2.0,
1920,https://www.zillow.com/homedetails/120-E-29th-St-APT-4C-New-York-NY-10016/65322422_zpid/,-73.982688,FOR_RENT,,,,False,10016,Apartment for rent,"120 E 29th St APT 4C, New York, NY 10016","1 bds, 1.0 ba ,1002 sqft",USD,,"$5,250/mo",40.743304,New York,MULTI_FAMILY,NY,1,1.0,1002
-1,https://www.zillow.com/homedetails/149-E-39th-St-702-New-York-NY-10016/2099742818_zpid/,-73.976299,FOR_RENT,,,,False,10016,Apartment for rent,"149 E 39th St # 702, New York, NY 10016","1 bds, 1.0 ba ,725 sqft",USD,,"$3,800/mo",40.749305,New York,MULTI_FAMILY,NY,1,1.0,725
,https://www.zillow.com/b/335-e-27th-st-new-york-ny-28nX/,-73.977415,,,,,False,,For Rent,"335 E 27th St, New York, NY"," bds,  ba , sqft",,,,40.739854,,,,,,
-1,https://www.zillow.com/homedetails/217-E-33rd-St-APT-4FE-New-York-NY-10016/2080971816_zpid/,-73.977569,FOR_RENT,,,,False,10016,Apartment for rent,"217 E 33rd St APT 4FE, New York, NY 10016","2 bds, 1.0 ba ,None sqft",USD,,"$3,595/mo",40.744866,New York,MULTI_FAMILY,NY,2,1.0,
,https://www.zillow.com/b/222-e-44th-st-new-york-ny-5YbyzD/,-73.973001,,,,,False,,For Rent,"222 E 44th St, New York, NY"," bds,  ba , sqft",,,,40.751699,,,,,,
,https://www.zillow.com/b/140-e-46th-st-new-york-ny-5Y2bWd/,-73.973975,,,,,False,,For Rent,"140 E 46th St, New York, NY"," bds,  ba , sqft",,,,40.753654,,,,,,
1928,https://www.zillow.com/homedetails/25-Tudor-City-Pl-APT-1122-New-York-NY-10017/119915294_zpid/,-73.97051,FOR_RENT,,,,False,10017,Apartment for rent,"25 Tudor City Pl APT 1122, New York, NY 10017","0 bds, 1.0 ba ,300 sqft",USD,,"$2,250/mo",40.748641,New York,MULTI_FAMILY,NY,0,1.0,300
,https://www.zillow.com/b/5-tudor-city-pl-new-york-ny-5Xj6Qc/,-73.971131,,,,,False,,For Rent,"5 Tudor City Pl, New York, NY"," bds,  ba , sqft",,,,40.747833,,,,,,
,https://www.zillow.com/b/321-e-45th-st-new-york-ny-5XVLRZ/,-73.969521,,,,,False,,For Rent,"321 E 45th St, New York, NY"," bds,  ba , sqft",,,,40.751455,,,,,,
-1,https://www.zillow.com/homedetails/340-E-49th-St-APT-4C-New-York-NY-10017/2099283603_zpid/,-73.967426,FOR_RENT,,,,False,10017,Apartment for rent,"340 E 49th St APT 4C, New York, NY 10017","0 bds, 1.0 ba ,None sqft",USD,,"$2,095/mo",40.753584,New York,MULTI_FAMILY,NY,0,1.0,
,https://www.zillow.com/b/255-e-49th-st-new-york-ny-3Gsc/,-73.969059,,,,,False,,For Rent,"255 E 49th St, New York, NY"," bds,  ba , sqft",,,,40.754635,,,,,,
1985,https://www.zillow.com/homedetails/145-E-48th-St-APT-4B-New-York-NY-10017/31528143_zpid/,-73.972312,FOR_RENT,,,,False,10017,Apartment for rent,"145 E 48th St APT 4B, New York, NY 10017","0 bds, 1.0 ba ,463 sqft",USD,,"$2,850/mo",40.755126,New York,MULTI_FAMILY,NY,0,1.0,463
-1,https://www.zillow.com/homedetails/342-E-49th-St-APT-3D-New-York-NY-10017/2080943964_zpid/,-73.967502,FOR_RENT,,,,False,10017,Apartment for rent,"342 E 49th St APT 3D, New York, NY 10017","0 bds, 1.0 ba ,None sqft",USD,,"$2,095/mo",40.753379,New York,MULTI_FAMILY,NY,0,1.0,
1959,https://www.zillow.com/homedetails/310-E-49th-St-APT-6J-New-York-NY-10017/72525514_zpid/,-73.968368,FOR_RENT,,,,False,10017,Apartment for rent,"310 E 49th St APT 6J, New York, NY 10017","0 bds, 1.0 ba ,None sqft",USD,,"$2,100/mo",40.753744,New York,MULTI_FAMILY,NY,0,1.0,
,https://www.zillow.com/b/244-e-46th-st-new-york-ny-2CTk/,-73.970999,,,,,False,,For Rent,"244 E 46th St, New York, NY"," bds,  ba , sqft",,,,40.752402,,,,,,
-1,https://www.zillow.com/homedetails/763-765-2nd-Ave-1AAB-Manhattan-NY-10017/2080952459_zpid/,-73.972731,FOR_RENT,,,,False,10017,Apartment for rent,"763-765 2nd Ave # 1AAB, Manhattan, NY 10017","4 bds, 2.0 ba ,1350 sqft",USD,,"$7,095/mo",40.752267,Manhattan,MULTI_FAMILY,NY,4,2.0,1350
1930,https://www.zillow.com/homedetails/865-United-Nations-Plz-APT-16A-New-York-NY-10017/89333447_zpid/,-73.967168,FOR_RENT,,,,False,10017,Apartment for rent,"865 United Nations Plz APT 16A, New York, NY 10017","1 bds, 1.0 ba ,950 sqft",USD,,"$4,800/mo",40.753038,New York,MULTI_FAMILY,NY,1,1.0,950
-1,https://www.zillow.com/homedetails/310-E-44th-St-APT-513-New-York-NY-10017/2080957350_zpid/,-73.970482,FOR_RENT,,,,False,10017,Apartment for rent,"310 E 44th St APT 513, New York, NY 10017","0 bds, 1.0 ba ,None sqft",USD,,"$2,485/mo",40.750555,New York,MULTI_FAMILY,NY,0,1.0,
,https://www.zillow.com/b/embassy-house-new-york-ny-5XT8mF/,-73.969618,,,,,False,,Embassy House,"301 E 47th St, New York, NY"," bds,  ba , sqft",,,,40.753042,,,,,,
,https://www.zillow.com/b/lausanne-condominium-new-york-ny-3GH6/,-73.969238,,,,,False,,Lausanne Condominium,"333 E 45th St, New York, NY"," bds,  ba , sqft",,,,40.751336,,,,,,
1983,https://www.zillow.com/homedetails/303-E-43rd-St-APT-14B-New-York-NY-10017/63870036_zpid/,-73.971255,FOR_RENT,,,,False,10017,Apartment for rent,"303 E 43rd St APT 14B, New York, NY 10017","3 bds, 2.5 ba ,1700 sqft",USD,,"$7,077/mo",40.750559,New York,MULTI_FAMILY,NY,3,2.5,1700
-1,https://www.zillow.com/homedetails/235-E-46th-St-APT-3G-New-York-NY-10017/2130001348_zpid/,-73.970848,FOR_RENT,,,,False,10017,Apartment for rent,"235 E 46th St APT 3G, New York, NY 10017","2 bds, 1.0 ba ,None sqft",USD,,"$3,995/mo",40.752834,New York,MULTI_FAMILY,NY,2,1.0,
-1,https://www.zillow.com/homedetails/304-E-45th-St-12B-New-York-NY-10017/2080971819_zpid/,-73.970174,FOR_RENT,,,,False,10017,Apartment for rent,"304 E 45th St # 12B, New York, NY 10017","1 bds, 1.0 ba ,None sqft",USD,,"$3,495/mo",40.751318,New York,MULTI_FAMILY,NY,1,1.0,
,https://www.zillow.com/b/321-e-48th-st-new-york-ny-3GjW/,-73.968275,,,,,False,,For Rent,"321 E 48th St, New York, NY"," bds,  ba , sqft",,,,40.753381,,,,,,
,https://www.zillow.com/b/ambassador-east-new-york-ny-5XjKmg/,-73.969043,,,,,False,,Ambassador East,"330 E 46th St, New York, NY"," bds,  ba , sqft",,,,40.751577,,,,,,
-1,https://www.zillow.com/homedetails/153-E-43rd-St-APT-2D-New-York-NY-10017/2113396027_zpid/,-73.974622,FOR_RENT,,,,False,10017,Apartment for rent,"153 E 43rd St APT 2D, New York, NY 10017","0 bds, 1.0 ba ,None sqft",USD,,"$1,950/mo",40.751879,New York,MULTI_FAMILY,NY,0,1.0,
,https://www.zillow.com/b/210-e-47th-st-new-york-ny-6ttf/,-73.971676,,,,,False,,For Rent,"210 E 47th St, New York, NY"," bds,  ba , sqft",,,,40.753511,,,,,,
-1,https://www.zillow.com/homedetails/711-3rd-Ave-11A-New-York-NY-10017/2080986912_zpid/,-73.972823,FOR_RENT,,,,False,10017,Apartment for rent,"711 3rd Ave # 11A, New York, NY 10017","1 bds, 1.0 ba ,None sqft",USD,,"$3,745/mo",40.75216,New York,MULTI_FAMILY,NY,1,1.0,
,https://www.zillow.com/b/45-tudor-city-pl-new-york-ny-2CcR/,-73.969992,,,,,False,,For Rent,"45 Tudor City Pl, New York, NY"," bds,  ba , sqft",,,,40.749346,,,,,,
1956,https://www.zillow.com/homedetails/225-E-46th-St-APT-4K-New-York-NY-10017/31529919_zpid/,-73.97126,FOR_RENT,,,,False,10017,Apartment for rent,"225 E 46th St APT 4K, New York, NY 10017","0 bds, 1.0 ba ,500 sqft",USD,,"$2,800/mo",40.753008,New York,MULTI_FAMILY,NY,0,1.0,500
-1,https://www.zillow.com/homedetails/314-E-41st-St-APT-206B-New-York-NY-10017/2081000774_zpid/,-73.972391,FOR_RENT,,,,False,10017,Apartment for rent,"314 E 41st St APT 206B, New York, NY 10017","0 bds, 1.0 ba ,300 sqft",USD,,"$1,850/mo",40.748879,New York,MULTI_FAMILY,NY,0,1.0,300
1939,https://www.zillow.com/homedetails/225-E-47th-St-APT-5G-New-York-NY-10017/244720725_zpid/,-73.970946,FOR_RENT,,,,False,10017,Apartment for rent,"225 E 47th St APT 5G, New York, NY 10017","0 bds, 1.0 ba ,490 sqft",USD,,"$2,500/mo",40.75369,New York,MULTI_FAMILY,NY,0,1.0,490
,https://www.zillow.com/b/212-e-47th-st-new-york-ny-6tvx/,-73.971929,,,,,False,,For Rent,"212 E 47th St, New York, NY"," bds,  ba , sqft",,,,40.753695,,,,,,
1929,https://www.zillow.com/homedetails/320-E-42nd-St-APT-309-New-York-NY-10017/119917870_zpid/,-73.971733,FOR_RENT,,,,False,10017,Apartment for rent,"320 E 42nd St APT 309, New York, NY 10017","0 bds, 1.0 ba ,568 sqft",USD,,"$2,995/mo",40.749472,New York,MULTI_FAMILY,NY,0,1.0,568
,https://www.zillow.com/b/covington-tower-apt-new-york-ny-3Gh7/,-73.97043,,,,,False,,Covington Tower Apt,"240 E 47th St, New York, NY"," bds,  ba , sqft",,,,40.752858,,,,,,
,https://www.zillow.com/b/the-metropolis-new-york-ny-2CN3/,-73.974233,,,,,False,,The Metropolis,"150 E 44th St, New York, NY"," bds,  ba , sqft",,,,40.75213,,,,,,
-1,https://www.zillow.com/homedetails/307-E-44th-St-APT-1004-New-York-NY-10017/2081040231_zpid/,-73.970328,FOR_RENT,,,,False,10017,Apartment for rent,"307 E 44th St APT 1004, New York, NY 10017","0 bds, 1.0 ba ,None sqft",USD,,"$2,685/mo",40.750989,New York,MULTI_FAMILY,NY,0,1.0,
-1,https://www.zillow.com/homedetails/20-E-42nd-St-APT-3F-New-York-NY-10017/2116573702_zpid/,-73.98027,FOR_RENT,,,,False,10017,Apartment for rent,"20 E 42nd St APT 3F, New York, NY 10017","2 bds, 1.0 ba ,None sqft",USD,,"$3,250/mo",40.752919,New York,MULTI_FAMILY,NY,2,1.0,
,https://www.zillow.com/b/240-east-46th-street-condominiums-new-york-ny-4Fb5/,-73.971158,,,,,False,,240 East 46th Street Condominiums,"240 E 46th St, New York, NY"," bds,  ba , sqft",,,,40.752469,,,,,,
,https://www.zillow.com/b/belmont-the-new-york-ny-4Fnd/,-73.96938,,,,,False,,Belmont The,"320 E 46th St, New York, NY"," bds,  ba , sqft",,,,40.751966,,,,,,
1985,https://www.zillow.com/homedetails/145-E-48th-St-APT-9C-New-York-NY-10017/31528178_zpid/,-73.97244,FOR_RENT,,,,False,10017,Apartment for rent,"145 E 48th St APT 9C, New York, NY 10017","1 bds, 1.0 ba ,707 sqft",USD,,"$3,500/mo",40.755137,New York,MULTI_FAMILY,NY,1,1.0,707
-1,https://www.zillow.com/homedetails/224-E-48th-St-New-York-NY-10017/2107868424_zpid/,-73.970776,FOR_RENT,,,,False,10017,Apartment for rent,"224 E 48th St, New York, NY 10017","1 bds, 1.0 ba ,None sqft",USD,,"$2,550/mo",40.753945,New York,MULTI_FAMILY,NY,1,1.0,
1928,https://www.zillow.com/homedetails/333-E-43rd-St-APT-821-New-York-NY-10017/79502305_zpid/,-73.969961,FOR_RENT,,,,False,10017,Apartment for rent,"333 E 43rd St APT 821, New York, NY 10017","2 bds, 2.0 ba ,900 sqft",USD,,"$4,250/mo",40.750008,New York,MULTI_FAMILY,NY,2,2.0,900
-1,https://www.zillow.com/homedetails/465-Lexington-Ave-5X-New-York-NY-10017/2081171010_zpid/,-73.974179,FOR_RENT,,,,False,10017,Apartment for rent,"465 Lexington Ave # 5X, New York, NY 10017","0 bds, 1.0 ba ,None sqft",USD,,"$2,550/mo",40.753518,New York,MULTI_FAMILY,NY,0,1.0,
,"https://www.zillow.com/b/474-9th-Ave-New-York-NY/40.754825,-73.994862_ll/",-73.994862,,,,,False,,For Rent,"474 9th Ave, New York, NY"," bds,  ba , sqft",,,,40.754825,,,,,,
,https://www.zillow.com/b/mantena-manhattan-ny-26jK/,-73.996357,,,,,False,,Mantena,"431 W 37th St, New York, NY"," bds,  ba , sqft",,,,40.756178,,,,,,
,https://www.zillow.com/b/hudson-crossing-new-york-ny-5XSzyZ/,-73.995487,,,,,False,,Hudson Crossing,"400 W 37th St, New York, NY"," bds,  ba , sqft",,,,40.755194,,,,,,
,https://www.zillow.com/b/henry-hall-manhattan-ny-B9LS2Q/,-73.998102,,,,,False,,Henry Hall,"515 W 38th St, New York, NY"," bds,  ba , sqft",,,,40.757535,,,,,,
,https://www.zillow.com/b/505w37-new-york-ny-5Xj4KX/,-73.998165,,,,,False,,505W37,"505 W 37th St, New York, NY"," bds,  ba , sqft",,,,40.757061,,,,,,
,https://www.zillow.com/b/70-w-37th-st-new-york-ny-9jThyv/,-73.985464,,,,,False,,For Rent,"70 W 37th St, New York, NY"," bds,  ba , sqft",,,,40.751151,,,,,,
,https://www.zillow.com/b/320-w-38th-st-new-york-ny-6zm6/,-73.993193,,,,,False,,For Rent,"320 W 38th St, New York, NY"," bds,  ba , sqft",,,,40.754969,,,,,,
,https://www.zillow.com/b/350-w-37th-st-new-york-ny-6zcR/,-73.9936,,,,,False,,For Rent,"350 W 37th St, New York, NY"," bds,  ba , sqft",,,,40.754578,,,,,,
,https://www.zillow.com/b/555-10th-ave-new-york-ny-5YHNPP/,-73.995949,,,,,False,,For Rent,"555 10th Ave, New York, NY"," bds,  ba , sqft",,,,40.758998,,,,,,
,https://www.zillow.com/b/70-w-37th-st-new-york-ny-9jThyv/,-73.985646,,,,,False,,For Rent,"70 W 37th St, New York, NY"," bds,  ba , sqft",,,,40.751377,,,,,,
-1,https://www.zillow.com/homedetails/453-W-36th-St-APT-3A-New-York-NY-10018/2080957371_zpid/,-73.997647,FOR_RENT,,,,False,10018,Apartment for rent,"453 W 36th St APT 3A, New York, NY 10018","1 bds, 1.0 ba ,None sqft",USD,,"$2,495/mo",40.755873,New York,MULTI_FAMILY,NY,1,1.0,
,https://www.zillow.com/b/515-w-36th-st-new-york-ny-5vwSYN/,-73.998946,,,,,False,,For Rent,"515 W 36th St, New York, NY"," bds,  ba , sqft",,,,40.756186,,,,,,
-1,https://www.zillow.com/homedetails/410-W-36th-St-FL-5RE-New-York-NY-10018/2104345232_zpid/,-73.99618,FOR_RENT,,,,False,10018,Apartment for rent,"410 W 36th St FL 5RE, New York, NY 10018","1 bds, 1.0 ba ,None sqft",USD,,"$2,779/mo",40.754762,New York,MULTI_FAMILY,NY,1,1.0,
-1,https://www.zillow.com/homedetails/502-9th-Ave-20-New-York-NY-10018/2080972523_zpid/,-73.994069,FOR_RENT,,,,False,10018,Apartment for rent,"502 9th Ave # 20, New York, NY 10018","2 bds, 2.0 ba ,1050 sqft",USD,,"$4,800/mo",40.755909,New York,MULTI_FAMILY,NY,2,2.0,1050
-1,https://www.zillow.com/homedetails/3-W-36th-St-APT-17B-New-York-NY-10018/2088130582_zpid/,-73.98412,FOR_RENT,,,,False,10018,Apartment for rent,"3 W 36th St APT 17B, New York, NY 10018","1 bds, 1.0 ba ,None sqft",USD,,"$3,703/mo",40.750179,New York,MULTI_FAMILY,NY,1,1.0,
,https://www.zillow.com/b/515-w-36th-st-new-york-ny-5vwSYN/,-73.999045,,,,,False,,For Rent,"515 W 36th St, New York, NY"," bds,  ba , sqft",,,,40.75654,,,,,,
2013,https://www.zillow.com/homedetails/330-W-39th-St-APT-15E-New-York-NY-10018/2100744151_zpid/,-73.992558,FOR_RENT,,,,False,10018,Apartment for rent,"330 W 39th St APT 15E, New York, NY 10018","2 bds, 2.0 ba ,None sqft",USD,,"$5,295/mo",40.755911,New York,MULTI_FAMILY,NY,2,2.0,
-1,https://www.zillow.com/homedetails/341-W-40th-St-610-New-York-NY-10018/2081027290_zpid/,-73.992675,FOR_RENT,,,,False,10018,Apartment for rent,"341 W 40th St # 610, New York, NY 10018","1 bds, 1.0 ba ,None sqft",USD,,"$2,732/mo",40.756766,New York,MULTI_FAMILY,NY,1,1.0,
,https://www.zillow.com/b/372-5th-ave-new-york-ny-3LdT/,-73.984274,,,,,False,,For Rent,"372 5th Ave, New York, NY"," bds,  ba , sqft",,,,40.749443,,,,,,
,https://www.zillow.com/b/400-fifth-avenue-new-york-ny-3mF9/,-73.98381,,,,,False,,400 Fifth Avenue,"400 5th Ave, New York, NY"," bds,  ba , sqft",,,,40.750098,,,,,,
2006,https://www.zillow.com/homedetails/100-W-39th-St-APT-42G-New-York-NY-10018/69524301_zpid/,-73.986032,FOR_RENT,,,,False,10018,Apartment for rent,"100 W 39th St APT 42G, New York, NY 10018","0 bds, 1.0 ba ,560 sqft",USD,,"$3,650/mo",40.752775,New York,MULTI_FAMILY,NY,0,1.0,560
-1,https://www.zillow.com/homedetails/354-W-38th-St-APT-4E-New-York-NY-10018/2081050068_zpid/,-73.993928,FOR_RENT,,,,False,10018,Apartment for rent,"354 W 38th St APT 4E, New York, NY 10018","1 bds, 1.0 ba ,None sqft",USD,,"$1,995/mo",40.755669,New York,MULTI_FAMILY,NY,1,1.0,
-1,https://www.zillow.com/homedetails/406-W-39th-St-APT-2R-New-York-NY-10018/2093481578_zpid/,-73.994671,FOR_RENT,,,,False,10018,Apartment for rent,"406 W 39th St APT 2R, New York, NY 10018","2 bds, 1.0 ba ,None sqft",USD,,"$3,400/mo",40.756549,New York,MULTI_FAMILY,NY,2,1.0,
-1,https://www.zillow.com/homedetails/16-W-40th-St-20B-New-York-NY-10018/300195579_zpid/,-73.982976,FOR_RENT,,,,False,10018,Apartment for rent,"16 W 40th St # 20B, New York, NY 10018","1 bds, 1.0 ba ,1074 sqft",USD,,"$7,500/mo",40.752437,New York,MULTI_FAMILY,NY,1,1.0,1074
-1,https://www.zillow.com/homedetails/1050-Avenue-Of-The-Americas-APT-20B-New-York-NY-10018/2081145987_zpid/,-73.984928,FOR_RENT,,,,False,10018,Apartment for rent,"1050 Avenue Of The Americas APT 20B, New York, NY 10018","2 bds, 2.0 ba ,None sqft",USD,,"$6,850/mo",40.753161,New York,MULTI_FAMILY,NY,2,2.0,
-1,https://www.zillow.com/homedetails/1050-6th-Ave-APT-3B-New-York-NY-10018/2081145985_zpid/,-73.985237,FOR_RENT,,,,False,10018,Apartment for rent,"1050 6th Ave APT 3B, New York, NY 10018","0 bds, 1.0 ba ,None sqft",USD,,"$3,550/mo",40.753271,New York,MULTI_FAMILY,NY,0,1.0,
-1,https://www.zillow.com/homedetails/515-9th-Ave-11F-New-York-NY-10018/2140471125_zpid/,-73.994345,FOR_RENT,,,,False,10018,Apartment for rent,"515 9th Ave # 11F, New York, NY 10018","3 bds, 3.0 ba ,1421 sqft",USD,,"$7,791/mo",40.756341,New York,MULTI_FAMILY,NY,3,3.0,1421
2007,https://www.zillow.com/homedetails/502-9th-Ave-APT-8D-New-York-NY-10018/97532814_zpid/,-73.994069,FOR_RENT,,,,False,10018,Apartment for rent,"502 9th Ave APT 8D, New York, NY 10018","1 bds, 1.0 ba ,486 sqft",USD,,"$4,600/mo",40.75591,New York,MULTI_FAMILY,NY,1,1.0,486
-1,https://www.zillow.com/homedetails/515-9th-Ave-APT-6H-New-York-NY-10018/2081492073_zpid/,-73.99436,FOR_RENT,,,,False,10018,Apartment for rent,"515 9th Ave APT 6H, New York, NY 10018","1 bds, 1.0 ba ,None sqft",USD,,"$3,850/mo",40.756341,New York,MULTI_FAMILY,NY,1,1.0,
-1,https://www.zillow.com/homedetails/455-W-37th-St-APT-1022-New-York-NY-10018/2126455795_zpid/,-73.997086,FOR_RENT,,,,False,10018,Apartment for rent,"455 W 37th St APT 1022, New York, NY 10018","0 bds, 1.0 ba ,535 sqft",USD,,"$3,071/mo",40.756624,New York,MULTI_FAMILY,NY,0,1.0,535
-1,https://www.zillow.com/homedetails/356-W-37th-St-APT-3-New-York-NY-10018/2115909829_zpid/,-73.994627,FOR_RENT,,,,False,10018,Apartment for rent,"356 W 37th St APT 3, New York, NY 10018","3 bds, 1.0 ba ,900 sqft",USD,,"$5,000/mo",40.755001,New York,MULTI_FAMILY,NY,3,1.0,900
,https://www.zillow.com/b/493-9th-ave-new-york-ny-5XjV6v/,-73.994799,,,,,False,,For Rent,"493 9th Ave, New York, NY"," bds,  ba , sqft",,,,40.755741,,,,,,
-1,https://www.zillow.com/homedetails/434-W-38th-St-APT-1RW-New-York-NY-10018/2105116405_zpid/,-73.996227,FOR_RENT,,,,False,10018,Apartment for rent,"434 W 38th St APT 1RW, New York, NY 10018","0 bds, 1.0 ba ,None sqft",USD,,"$2,200/mo",40.756382,New York,MULTI_FAMILY,NY,0,1.0,
-1,https://www.zillow.com/homedetails/316-W-39th-St-APT-3W-New-York-NY-10018/2111797089_zpid/,-73.992224,FOR_RENT,,,,False,10018,Apartment for rent,"316 W 39th St APT 3W, New York, NY 10018","2 bds, 1.0 ba ,700 sqft",USD,,"$3,800/mo",40.755525,New York,MULTI_FAMILY,NY,2,1.0,700
-1,https://www.zillow.com/homedetails/66-W-38th-St-APT-20G-New-York-NY-10018/2114398965_zpid/,-73.985704,FOR_RENT,,,,False,10018,Apartment for rent,"66 W 38th St APT 20G, New York, NY 10018","1 bds, 1.0 ba ,None sqft",USD,,"$4,230/mo",40.751971,New York,MULTI_FAMILY,NY,1,1.0,
-1,https://www.zillow.com/homedetails/1050-6th-Ave-APT-21A-New-York-NY-10018/2084698606_zpid/,-73.985223,FOR_RENT,,,,False,10018,Apartment for rent,"1050 6th Ave APT 21A, New York, NY 10018","2 bds, 2.0 ba ,700 sqft",USD,,"$7,375/mo",40.753291,New York,MULTI_FAMILY,NY,2,2.0,700
